model_id,temperature,num_samples,loop_fraction,avg_tokens,num_correct,accuracy
open-thoughts/OpenThinker3-1.5B,0.0,60,0.38333333333333336,22742.366666666665,19,0.31666666666666665
open-thoughts/OpenThinker3-1.5B,0.2,1200,0.24333333333333335,20779.505833333333,526,0.43833333333333335
open-thoughts/OpenThinker3-1.5B,0.4,1200,0.12333333333333334,20306.5625,527,0.43916666666666665
open-thoughts/OpenThinker3-1.5B,0.6,1200,0.04583333333333333,19570.253333333334,564,0.47
open-thoughts/OpenThinker3-1.5B,0.8,1200,0.011666666666666667,19597.091666666667,567,0.4725
open-thoughts/OpenThinker3-1.5B,1.0,1200,0.008333333333333333,19738.961666666666,592,0.49333333333333335
