model_id,temperature,num_samples,loop_fraction,avg_tokens,num_correct,accuracy
open-thoughts/OpenThinker3-7B,0.0,60,0.08333333333333333,18100.7,34,0.5666666666666667
open-thoughts/OpenThinker3-7B,0.2,1200,0.0475,17368.656666666666,714,0.595
open-thoughts/OpenThinker3-7B,0.4,1200,0.04583333333333333,17235.72,734,0.6116666666666667
open-thoughts/OpenThinker3-7B,0.6,1200,0.0375,17026.568333333333,742,0.6183333333333333
open-thoughts/OpenThinker3-7B,0.8,1200,0.010833333333333334,16880.376666666667,771,0.6425
open-thoughts/OpenThinker3-7B,1.0,1200,0.0016666666666666668,16982.3325,769,0.6408333333333334
