dataset,layer,num_rows,query_position_mode,other_completion_includes_recent_nonloop,mean_prev_loop_mass,mean_last_prev_loop_mass,mean_prompt_mass,mean_current_trigger_mass,mean_recent_nonloop_mass,mean_other_completion_mass,top1_fraction_previous_loop,top1_fraction_last_previous_loop,top1_fraction_prompt,top1_fraction_current_trigger,top1_fraction_recent_nonloop,top1_fraction_other_completion
aime,13,30,trigger_end,True,0.17670423158754905,0.030338076284776132,0.13372798661390942,0.23584640283758443,0.10514574640740951,0.45372137896095716,0.04583333333333333,0.008333333333333333,0.5166666666666667,0.28958333333333336,0.075,0.14791666666666667
aime,14,30,trigger_end,True,0.15398988202214242,0.027429711973915496,0.18335729564229647,0.24709272502611082,0.09545762790367007,0.4155600973094503,0.035416666666666666,0.014583333333333334,0.6666666666666666,0.19583333333333333,0.0375,0.10208333333333333
aime,15,30,trigger_end,True,0.10823211042831342,0.02568279975093901,0.2816353186964989,0.3110518508901199,0.10042542023584247,0.29908071998506786,0.0,0.0,0.8166666666666667,0.16666666666666666,0.0125,0.016666666666666666
aime,16,30,trigger_end,True,0.14412494574983914,0.026524151116609572,0.20129503235220908,0.19281531013548375,0.11789698998133341,0.461764711762468,0.04375,0.004166666666666667,0.5625,0.19791666666666666,0.0875,0.19583333333333333
aime,17,30,trigger_end,True,0.12341372563193241,0.026641586298743882,0.20672679493824642,0.261779865808785,0.10853056500976284,0.40807961362103623,0.008333333333333333,0.004166666666666667,0.6791666666666667,0.23958333333333334,0.04791666666666667,0.07291666666666667
aime,18,30,trigger_end,True,0.11883080496142308,0.025016321055591106,0.25194385995467505,0.26691358449558417,0.10085235961402456,0.3623117505883177,0.020833333333333332,0.00625,0.7083333333333334,0.17291666666666666,0.052083333333333336,0.09791666666666667
aime,19,30,trigger_end,True,0.09987778508414825,0.02563304208839933,0.30887718697388966,0.29339411556720735,0.09374066890838245,0.29785091237475475,0.016666666666666666,0.008333333333333333,0.6145833333333334,0.2875,0.06041666666666667,0.08125
aime,20,30,trigger_end,True,0.08469535317271948,0.018844864734758934,0.41117803355058036,0.18848356008529663,0.07617136326928933,0.31564305319140357,0.004166666666666667,0.004166666666666667,0.7416666666666667,0.17083333333333334,0.0625,0.08333333333333333
aime,21,30,trigger_end,True,0.0854995006074508,0.019233276008162648,0.4873281608025233,0.08805508700509866,0.07328070032720764,0.3391172515849272,0.0125,0.008333333333333333,0.8666666666666667,0.03958333333333333,0.05416666666666667,0.08125
aime,22,30,trigger_end,True,0.06633091270923615,0.016065720235928893,0.5027337074279785,0.16097205579280854,0.06324476130927602,0.2699633240699768,0.0,0.0,0.9375,0.052083333333333336,0.010416666666666666,0.010416666666666666
aime,23,30,trigger_end,True,0.0726837981492281,0.011595276036920647,0.5616925160090128,0.16803170243899027,0.039484044645602505,0.19759198340276876,0.008333333333333333,0.0,0.81875,0.15416666666666667,0.008333333333333333,0.01875
aime,24,30,trigger_end,True,0.0565523703272144,0.010211479271917293,0.5875796596209208,0.12667006328701974,0.04449842258666952,0.22919790676484506,0.0020833333333333333,0.0020833333333333333,0.9125,0.07291666666666667,0.0125,0.0125
aime,25,30,trigger_end,True,0.07557768244296312,0.010733598967393239,0.6182575871547064,0.06502861864864826,0.03633303882864614,0.2411361117536823,0.025,0.004166666666666667,0.9020833333333333,0.03333333333333333,0.004166666666666667,0.03958333333333333
aime,26,30,trigger_end,True,0.053925489510099095,0.008919183552886048,0.5633210261662801,0.0950473602861166,0.038047926609093945,0.2877061240375042,0.0,0.0,0.8958333333333334,0.075,0.0,0.029166666666666667
aime,27,30,trigger_end,True,0.037823860192050536,0.007817077566869557,0.6269291887680689,0.1764186148842176,0.02685857576628526,0.15882833615566294,0.0,0.0,0.8833333333333333,0.10416666666666667,0.0,0.0125
gpqa,0,121,trigger_end,True,0.07647989738794152,0.02114218724809764,0.004017274280887844,0.6274672593952211,0.10922482611673061,0.2920355689359496,0.005165289256198347,0.0025826446280991736,0.0005165289256198347,0.9442148760330579,0.04390495867768595,0.05010330578512397
gpqa,1,121,trigger_end,True,0.11950462945729248,0.031248895020401183,0.01827534107291255,0.46823880938459034,0.148795774852095,0.39398122008520464,0.06043388429752066,0.035640495867768594,0.061466942148760334,0.7231404958677686,0.128099173553719,0.15495867768595042
gpqa,2,121,trigger_end,True,0.14031956615773114,0.039010370223328844,0.013701468348226026,0.46770790046896815,0.14765253549967008,0.3782710650250747,0.10485537190082644,0.05371900826446281,0.0046487603305785125,0.7350206611570248,0.10227272727272728,0.15547520661157024
gpqa,3,121,trigger_end,True,0.05132530701985537,0.010550755936958372,0.57455956172352,0.14547216852218653,0.06445954539832344,0.22864296273443818,0.01859504132231405,0.011880165289256199,0.878099173553719,0.05630165289256198,0.027892561983471075,0.04700413223140496
gpqa,4,121,trigger_end,True,0.04354944463803872,0.01132150500443233,0.46845978843279124,0.3258489032914816,0.05562970854105305,0.16214186363768848,0.007231404958677686,0.0046487603305785125,0.7159090909090909,0.24380165289256198,0.019111570247933883,0.03305785123966942
gpqa,5,121,trigger_end,True,0.021175923276200027,0.008309253738723573,0.5262425921180032,0.34595568404217397,0.05879836338466372,0.10662580056362285,0.0010330578512396695,0.0010330578512396695,0.8517561983471075,0.14307851239669422,0.004132231404958678,0.004132231404958678
gpqa,6,121,trigger_end,True,0.18104057352651248,0.043886103827029094,0.2793651577854945,0.22922911865959975,0.102853879730856,0.31036515002839327,0.14101239669421486,0.06508264462809918,0.5929752066115702,0.1559917355371901,0.056818181818181816,0.11002066115702479
gpqa,7,121,trigger_end,True,0.045059661253948106,0.014382122589606207,0.36258539138746654,0.3562313264066523,0.10604035768038324,0.23612362095193307,0.0010330578512396695,0.0010330578512396695,0.7861570247933884,0.1875,0.02169421487603306,0.0253099173553719
gpqa,8,121,trigger_end,True,0.08224270807594554,0.01710793173011808,0.34320865005008444,0.17474624018515805,0.12483783586966721,0.3998024016888119,0.01859504132231405,0.005165289256198347,0.7747933884297521,0.09245867768595041,0.042871900826446284,0.11415289256198347
gpqa,9,121,trigger_end,True,0.04928753969128713,0.011808952766187751,0.3834932158308581,0.2680593413754928,0.08230164495858648,0.29915990310236196,0.012913223140495868,0.0030991735537190084,0.7277892561983471,0.21384297520661158,0.01652892561983471,0.045454545454545456
gpqa,10,121,trigger_end,True,0.052168997031567264,0.01659042669822412,0.29680162926843345,0.3843537280874804,0.12577239569557508,0.2666756456125189,0.0046487603305785125,0.0005165289256198347,0.7768595041322314,0.20557851239669422,0.007231404958677686,0.012913223140495868
gpqa,11,121,trigger_end,True,0.16381873118052306,0.03197990251370236,0.19822717094716946,0.24201322962676197,0.1121412182461532,0.3959408682455455,0.10898760330578512,0.04338842975206612,0.5619834710743802,0.2112603305785124,0.05165289256198347,0.11776859504132231
gpqa,12,121,trigger_end,True,0.09512805967199162,0.026633965852333633,0.22667870990747263,0.2672531713215896,0.1587503207462632,0.41094005909894615,0.00981404958677686,0.003615702479338843,0.7339876033057852,0.19369834710743802,0.021177685950413222,0.0625
gpqa,13,121,trigger_end,True,0.1275804949200843,0.026155101856474634,0.14429822736535192,0.24627318023896413,0.15555079364841265,0.48184809747559965,0.04493801652892562,0.015495867768595042,0.49793388429752067,0.2815082644628099,0.08264462809917356,0.1756198347107438
gpqa,14,121,trigger_end,True,0.11530059960878584,0.023040979906285473,0.1814040525947228,0.2634121356147134,0.14227837307594163,0.439883212181778,0.031508264462809916,0.012396694214876033,0.6120867768595041,0.2308884297520661,0.054235537190082644,0.12551652892561985
gpqa,15,121,trigger_end,True,0.06650990222326734,0.01834652919085573,0.2844774413946246,0.34808684503736576,0.1365901028048555,0.3009258113447423,0.0005165289256198347,0.0005165289256198347,0.78099173553719,0.1962809917355372,0.01859504132231405,0.02221074380165289
gpqa,16,121,trigger_end,True,0.09673438402862589,0.01780889426119441,0.22457772542622464,0.186485519124703,0.13983955313759464,0.4922023714204465,0.022727272727272728,0.005165289256198347,0.5826446280991735,0.19318181818181818,0.06714876033057851,0.20144628099173553
gpqa,17,121,trigger_end,True,0.09527138917714603,0.020842587994796432,0.2200062443648488,0.2518651242067745,0.1325697073720642,0.4328572422512307,0.006714876033057851,0.0015495867768595042,0.6916322314049587,0.23398760330578514,0.03512396694214876,0.06766528925619834
gpqa,18,121,trigger_end,True,0.0814089424723436,0.018451256213771288,0.25440338093879794,0.2670872724376434,0.12010415409083579,0.39710040415121506,0.01084710743801653,0.0030991735537190084,0.7091942148760331,0.17510330578512398,0.03925619834710744,0.10485537190082644
gpqa,19,121,trigger_end,True,0.07622066155568627,0.018638542138448,0.31441064967104226,0.28446775487016057,0.10145826236160149,0.3249009339031109,0.006198347107438017,0.0010330578512396695,0.6508264462809917,0.2737603305785124,0.027892561983471075,0.06921487603305786
gpqa,20,121,trigger_end,True,0.06143552462054678,0.011822191481709418,0.4122971281532414,0.1761818289879925,0.07115999285770534,0.3500855182382194,0.004132231404958678,0.0015495867768595042,0.7727272727272727,0.14514462809917356,0.03615702479338843,0.07799586776859505
gpqa,21,121,trigger_end,True,0.05556920308558162,0.011602183755810472,0.5129045349014693,0.08445541716126864,0.07693792725643836,0.34707084485168055,0.007231404958677686,0.002066115702479339,0.8827479338842975,0.026859504132231406,0.03512396694214876,0.08316115702479339
gpqa,22,121,trigger_end,True,0.04906919149081569,0.012398645130740401,0.5137127150188793,0.15979198172442183,0.08138944821870955,0.27742611176588317,0.0,0.0,0.940599173553719,0.04390495867768595,0.009297520661157025,0.015495867768595042
gpqa,23,121,trigger_end,True,0.05870182953066816,0.009682352737377374,0.5851947271134242,0.16186687156311735,0.04176765564571266,0.19423657179279022,0.009297520661157025,0.002066115702479339,0.8403925619834711,0.13739669421487602,0.006714876033057851,0.012913223140495868
gpqa,24,121,trigger_end,True,0.037926042133034014,0.007364898368770118,0.6291907614420268,0.12424335157698836,0.046081634836794796,0.2086398448479508,0.0010330578512396695,0.0,0.9390495867768595,0.05578512396694215,0.0025826446280991736,0.004132231404958678
gpqa,25,121,trigger_end,True,0.06311585866530572,0.01001670982299973,0.6084517851348751,0.07824124391229192,0.05034765744512547,0.2501911122875273,0.02169421487603306,0.0046487603305785125,0.9214876033057852,0.026859504132231406,0.0046487603305785125,0.029958677685950414
gpqa,26,121,trigger_end,True,0.04215135006618894,0.007107687294810303,0.5786337059391432,0.09249297945090562,0.05153032316160504,0.2867219645437623,0.0005165289256198347,0.0,0.8925619834710744,0.0640495867768595,0.005681818181818182,0.042871900826446284
gpqa,27,121,trigger_end,True,0.02508241779070871,0.006529163133857141,0.6708687484756974,0.17291286187477348,0.038689854391273266,0.1311359718588204,0.0,0.0,0.8832644628099173,0.11053719008264463,0.0010330578512396695,0.006198347107438017
livecodebench,0,462,trigger_end,True,0.09512722957980098,0.02317138700516697,0.004166909055436611,0.5892110414706268,0.094668806399379,0.3114948198941357,0.010416666666666666,0.007034632034632035,0.003382034632034632,0.9353354978354979,0.044642857142857144,0.050865800865800864
livecodebench,1,462,trigger_end,True,0.12650719478432074,0.030614023820297525,0.021866549945384006,0.488037765864686,0.11686444651734616,0.3635884894056092,0.06479978354978355,0.026515151515151516,0.08022186147186147,0.7393127705627706,0.0992965367965368,0.11566558441558442
livecodebench,2,462,trigger_end,True,0.1549565586467068,0.03882439295459918,0.00951624029450566,0.4509613884862883,0.11446197840482908,0.3845658125724992,0.11255411255411256,0.0496482683982684,0.0017586580086580087,0.7357954545454546,0.09266774891774891,0.14989177489177488
livecodebench,3,462,trigger_end,True,0.0697597156266694,0.01321076630532552,0.538195575083489,0.1612048852156638,0.05422558209587199,0.23083982407417777,0.029897186147186148,0.010551948051948052,0.8491612554112554,0.07792207792207792,0.028409090909090908,0.04301948051948052
livecodebench,4,462,trigger_end,True,0.05533131705917059,0.013635843166451458,0.46068092122738497,0.3228411009430369,0.04516480229169436,0.16114666077040754,0.00974025974025974,0.005411255411255411,0.7229437229437229,0.24242424242424243,0.011363636363636364,0.024891774891774892
livecodebench,5,462,trigger_end,True,0.03065325445266243,0.00937456040996142,0.5208643429078065,0.34972060565308577,0.04502210551178011,0.09876179698644533,0.0008116883116883117,0.0005411255411255411,0.8507846320346321,0.14678030303030304,0.0016233766233766235,0.0016233766233766235
livecodebench,6,462,trigger_end,True,0.1993621535825007,0.039970880646452114,0.2604290202131003,0.21818166476718726,0.07815899608104421,0.3220271614372117,0.1370400432900433,0.053165584415584416,0.5956439393939394,0.17343073593073594,0.04383116883116883,0.09388528138528139
livecodebench,7,462,trigger_end,True,0.06491483017163215,0.017576433898638798,0.3543727853984544,0.34558868926679676,0.08428286336633493,0.23512369516311674,0.005275974025974026,0.004193722943722944,0.796672077922078,0.17857142857142858,0.016774891774891776,0.01948051948051948
livecodebench,8,462,trigger_end,True,0.10866985035842502,0.019953745717784487,0.3338992914983204,0.1630314290977095,0.09715150722939504,0.39439942904554504,0.025703463203463204,0.005952380952380952,0.7939664502164502,0.08793290043290043,0.03192640692640693,0.09239718614718614
livecodebench,9,462,trigger_end,True,0.0696932921796892,0.014361034423423813,0.36280505710737015,0.24174390816295044,0.06263697341294129,0.32575774254999024,0.015557359307359308,0.0031114718614718615,0.7302489177489178,0.1937229437229437,0.016233766233766232,0.060470779220779224
livecodebench,10,462,trigger_end,True,0.08483379281307893,0.02184254031424809,0.3004402561814754,0.3458601917902177,0.10232415327510506,0.268865759215228,0.011634199134199134,0.0035173160173160175,0.7939664502164502,0.1792478354978355,0.007981601731601732,0.015151515151515152
livecodebench,11,462,trigger_end,True,0.15953748524834066,0.02644721978710404,0.2178922582143571,0.21724102523548777,0.07920575967573588,0.4053292313018145,0.08766233766233766,0.032467532467532464,0.6163419913419913,0.18817640692640691,0.033279220779220776,0.10781926406926406
livecodebench,12,462,trigger_end,True,0.12161667196803778,0.028654922638082166,0.21968748405962796,0.23385329193786367,0.1287532102060101,0.4248425520344706,0.01406926406926407,0.005681818181818182,0.7509469696969697,0.1672077922077922,0.02813852813852814,0.06777597402597403
livecodebench,13,462,trigger_end,True,0.14987735643789366,0.02633268288904912,0.14831208483642572,0.21393694685675302,0.11665668819493763,0.48787361186892764,0.04707792207792208,0.01406926406926407,0.5657467532467533,0.23741883116883117,0.05762987012987013,0.1497564935064935
livecodebench,14,462,trigger_end,True,0.13282303578216276,0.022718982556854974,0.190916370398877,0.22558749127866967,0.10411314173131371,0.4506731025402906,0.027597402597402596,0.009334415584415584,0.6849296536796536,0.1902056277056277,0.029897186147186148,0.09726731601731602
livecodebench,15,462,trigger_end,True,0.08832314145323937,0.02060316006331546,0.3017988368804321,0.30675684719535956,0.10340981143821551,0.30312117447096903,0.0010822510822510823,0.00013528138528138528,0.8084415584415584,0.17113095238095238,0.012987012987012988,0.019345238095238096
livecodebench,16,462,trigger_end,True,0.11695707938533066,0.019450069573587934,0.23269984327675977,0.1725501865299733,0.10514224997496845,0.47779289080793624,0.029356060606060608,0.00487012987012987,0.6206709956709957,0.1646374458874459,0.054653679653679656,0.18533549783549783
livecodebench,17,462,trigger_end,True,0.11020542752981444,0.021190203333263956,0.20982423047353696,0.2372736149705398,0.09652308266379596,0.4426967270261088,0.010281385281385282,0.0021645021645021645,0.6838474025974026,0.2409361471861472,0.027597402597402596,0.06493506493506493
livecodebench,18,462,trigger_end,True,0.1033116200801743,0.020785374383533322,0.2646544285408862,0.25753630309071374,0.09870047577116557,0.37449764828822574,0.013392857142857142,0.003382034632034632,0.7326839826839827,0.1680194805194805,0.037337662337662336,0.08590367965367965
livecodebench,19,462,trigger_end,True,0.08573617936551442,0.020484788338900686,0.3089718738353098,0.28906233328116404,0.08935342763940647,0.31622961351801177,0.007575757575757576,0.0025703463203463205,0.6429924242424242,0.27380952380952384,0.03571428571428571,0.07562229437229437
livecodebench,20,462,trigger_end,True,0.06823560101830792,0.013715705954461173,0.4086630761107325,0.17964860113152178,0.0672651823078765,0.3434527217394378,0.003246753246753247,0.001488095238095238,0.7701569264069265,0.15205627705627706,0.04071969696969697,0.0745400432900433
livecodebench,21,462,trigger_end,True,0.07207163042102606,0.013976733403380414,0.47693462295707684,0.08889524944255621,0.07376741994299207,0.3620984971793409,0.010822510822510822,0.006493506493506494,0.8727002164502164,0.03530844155844156,0.04640151515151515,0.08116883116883117
livecodebench,22,462,trigger_end,True,0.06400339662458232,0.014076867156137422,0.4854296324573038,0.16167014548595335,0.06973188444863686,0.28889682543216055,0.00040584415584415587,0.00027056277056277056,0.9295183982683982,0.05411255411255411,0.010687229437229438,0.015963203463203464
livecodebench,23,462,trigger_end,True,0.06859236872438502,0.010729571583479728,0.5538732842965559,0.16466502995266544,0.03879243123735144,0.21286931702639358,0.013257575757575758,0.003246753246753247,0.8371212121212122,0.1367694805194805,0.005411255411255411,0.012851731601731602
livecodebench,24,462,trigger_end,True,0.053545964439298745,0.009627213887126966,0.5866986220920241,0.12649078552663584,0.04472682323169217,0.23326462794204134,0.002976190476190476,0.0006764069264069264,0.9243777056277056,0.06561147186147186,0.00487012987012987,0.007034632034632035
livecodebench,25,462,trigger_end,True,0.07181334760779862,0.010258247361854081,0.5998126467714062,0.07260115761148594,0.04188214198424626,0.2557728480093092,0.023403679653679652,0.0035173160173160175,0.9180194805194806,0.026515151515151516,0.005140692640692641,0.03206168831168831
livecodebench,26,462,trigger_end,True,0.05092988488641346,0.008366295258344245,0.5656334796509186,0.09497565983742218,0.044418266637112694,0.2884609756252458,0.000946969696969697,0.00040584415584415587,0.8966450216450217,0.0688582251082251,0.009063852813852814,0.03354978354978355
livecodebench,27,462,trigger_end,True,0.034381967752377424,0.00760120820785004,0.636797985344222,0.17361983926200764,0.03410903084766459,0.15520020764139283,0.0005411255411255411,0.00027056277056277056,0.8706709956709957,0.11404220779220779,0.0005411255411255411,0.014745670995670996
math500,0,68,trigger_end,True,0.10100365342462764,0.024884151537502047,0.001241062901017893,0.5585422344944057,0.11157570124829791,0.3392130491799488,0.011029411764705883,0.007352941176470588,0.0,0.9292279411764706,0.04963235294117647,0.05974264705882353
math500,1,68,trigger_end,True,0.12210950354004607,0.030989572486278656,0.008209513721179547,0.4849026720313465,0.13754710231767284,0.3847783107074279,0.0625,0.025735294117647058,0.017463235294117647,0.7150735294117647,0.14246323529411764,0.20496323529411764
math500,2,68,trigger_end,True,0.1421985526514404,0.03770055548931636,0.0058490907591904565,0.4674256652155343,0.13395733490880743,0.38452669137383483,0.10845588235294118,0.042279411764705885,0.0027573529411764708,0.7334558823529411,0.11121323529411764,0.15533088235294118
math500,3,68,trigger_end,True,0.06398161220953197,0.013988381183641168,0.553696726613185,0.16396968296783812,0.06783723038525376,0.21835197820944494,0.02849264705882353,0.011029411764705883,0.8501838235294118,0.07904411764705882,0.03400735294117647,0.042279411764705885
math500,4,68,trigger_end,True,0.054253820869181416,0.014573989550947719,0.4607460625907954,0.3182894269771436,0.058860256739803045,0.1667106895628796,0.011948529411764705,0.007352941176470588,0.7113970588235294,0.24080882352941177,0.024816176470588234,0.035845588235294115
math500,5,68,trigger_end,True,0.02915866329225109,0.010408898143075074,0.533331390689401,0.33428550029502196,0.053054025576463625,0.1032244457233259,0.0009191176470588235,0.0009191176470588235,0.8428308823529411,0.15257352941176472,0.003676470588235294,0.003676470588235294
math500,6,68,trigger_end,True,0.19771446235587492,0.04415182320757166,0.28094423102105365,0.2142510620110175,0.10237285797655418,0.3070902446120539,0.13970588235294118,0.057904411764705885,0.625,0.14705882352941177,0.05422794117647059,0.08823529411764706
math500,7,68,trigger_end,True,0.06308095997904756,0.016888129075810224,0.37666436416261334,0.325769619030111,0.10138865529648576,0.2344850568282281,0.006433823529411764,0.003676470588235294,0.8033088235294118,0.16544117647058823,0.017463235294117647,0.024816176470588234
math500,8,68,trigger_end,True,0.10880323400488123,0.021957475778703262,0.35182812152539983,0.1622793887029676,0.1241186238356236,0.37708925576675134,0.02665441176470588,0.011029411764705883,0.7821691176470589,0.08823529411764706,0.046875,0.10294117647058823
math500,9,68,trigger_end,True,0.0759513630755999,0.016918030596143045,0.3511250827680616,0.24887553087490447,0.09242371521780596,0.32404802328143406,0.02022058823529412,0.004595588235294118,0.7058823529411765,0.20404411764705882,0.03308823529411765,0.06985294117647059
math500,10,68,trigger_end,True,0.07877192710635855,0.02257970938615686,0.31648123308139686,0.3303287678452976,0.12573884196771198,0.274418071966947,0.013786764705882353,0.007352941176470588,0.7729779411764706,0.18658088235294118,0.019301470588235295,0.02665441176470588
math500,11,68,trigger_end,True,0.17295325711807785,0.029950766198453493,0.2063924951807541,0.2336241657681325,0.1113565620719729,0.38703008193303556,0.11121323529411764,0.03952205882352941,0.5735294117647058,0.20404411764705882,0.05606617647058824,0.11121323529411764
math500,12,68,trigger_end,True,0.12035683641100631,0.03067646241705755,0.22870751711375573,0.24163852845702102,0.1643102713929051,0.40929711801821694,0.019301470588235295,0.006433823529411764,0.7306985294117647,0.171875,0.050551470588235295,0.078125
math500,13,68,trigger_end,True,0.159263367381166,0.0297925454150947,0.14472872769350514,0.22142454787321827,0.14814682556179298,0.4745833570521106,0.07720588235294118,0.02665441176470588,0.5303308823529411,0.23713235294117646,0.0818014705882353,0.15533088235294118
math500,14,68,trigger_end,True,0.13492672000189915,0.02652400520566837,0.18746057667714708,0.23752478099263766,0.14787527767475694,0.4400879223283161,0.043198529411764705,0.017463235294117647,0.6415441176470589,0.20772058823529413,0.06525735294117647,0.10753676470588236
math500,15,68,trigger_end,True,0.08841834428227123,0.02218754606121151,0.301660148317323,0.2976045008091366,0.13749210783006513,0.3123170065912692,0.001838235294117647,0.0,0.8088235294117647,0.15165441176470587,0.02849264705882353,0.03768382352941176
math500,16,68,trigger_end,True,0.1304815062595641,0.02511213920687998,0.22815504987888477,0.1902892743511235,0.13693325154428534,0.45107416951042767,0.043198529411764705,0.01011029411764706,0.5735294117647058,0.19393382352941177,0.07904411764705882,0.18933823529411764
math500,17,68,trigger_end,True,0.1175949016777689,0.024796684315601048,0.23318374244605794,0.24277433331179268,0.12850269738598452,0.4064470225643805,0.007352941176470588,0.003676470588235294,0.6819852941176471,0.2270220588235294,0.050551470588235295,0.08363970588235294
math500,18,68,trigger_end,True,0.1112171630238128,0.021761619918834185,0.2733406781711999,0.25817298582371545,0.11910390952492461,0.35726917298127187,0.012867647058823529,0.003676470588235294,0.7371323529411765,0.15808823529411764,0.04595588235294118,0.09191176470588236
math500,19,68,trigger_end,True,0.08756663075045627,0.02184560106110546,0.3430577989886789,0.2828119500156711,0.09902720188256353,0.2865636202451937,0.007352941176470588,0.0027573529411764708,0.6773897058823529,0.2555147058823529,0.03125,0.05974264705882353
math500,20,68,trigger_end,True,0.07150501474354636,0.01660238625818773,0.437539485447547,0.19969221872880177,0.07899943759805277,0.29126328108010485,0.003676470588235294,0.003676470588235294,0.7748161764705882,0.171875,0.03308823529411765,0.04963235294117647
math500,21,68,trigger_end,True,0.07651498567258172,0.015992451852713096,0.5159550331094686,0.09121796046383679,0.08619228803881389,0.3163120207541129,0.008272058823529412,0.006433823529411764,0.8722426470588235,0.04411764705882353,0.04779411764705882,0.07536764705882353
math500,22,68,trigger_end,True,0.05810526290031917,0.013595961842785234,0.5317501193460297,0.15469793438473167,0.07159243989735842,0.2554466833689195,0.0,0.0,0.9246323529411765,0.06341911764705882,0.009191176470588236,0.011948529411764705
math500,23,68,trigger_end,True,0.06165160624625381,0.010930174237086355,0.5968623910756672,0.17428912200471935,0.044041554994798976,0.16719688067335964,0.01011029411764706,0.0009191176470588235,0.8483455882352942,0.1332720588235294,0.006433823529411764,0.008272058823529412
math500,24,68,trigger_end,True,0.05138617879471413,0.01031155328709086,0.626789852976799,0.13451391031198642,0.04674085037892356,0.18731005791650043,0.0,0.0,0.9191176470588235,0.07996323529411764,0.0009191176470588235,0.0009191176470588235
math500,25,68,trigger_end,True,0.07152789012830266,0.01126436310203323,0.644278182702906,0.08132645485046155,0.043556004776345456,0.2028674723183298,0.029411764705882353,0.0055147058823529415,0.8933823529411765,0.04871323529411765,0.007352941176470588,0.02849264705882353
math500,26,68,trigger_end,True,0.0499991124653367,0.00843541804058933,0.5915801766164163,0.09872886902817032,0.046491798467126075,0.2596918418900767,0.0027573529411764708,0.0009191176470588235,0.8924632352941176,0.06985294117647059,0.006433823529411764,0.034926470588235295
math500,27,68,trigger_end,True,0.029094366673448616,0.006876862478427082,0.6338607195545646,0.18530851191676714,0.03910580960526953,0.1517364018552197,0.0,0.0,0.8759191176470589,0.11121323529411764,0.0,0.012867647058823529
