dataset,layer,num_rows,query_position_mode,other_completion_includes_recent_nonloop,mean_prev_loop_mass,mean_last_prev_loop_mass,mean_prompt_mass,mean_current_trigger_mass,mean_recent_nonloop_mass,mean_other_completion_mass,top1_fraction_previous_loop,top1_fraction_last_previous_loop,top1_fraction_prompt,top1_fraction_current_trigger,top1_fraction_recent_nonloop,top1_fraction_other_completion
mmlu_pro,0,130,trigger_end,True,0.0694539552160467,0.019391816812388312,0.003019959409049569,0.5955828540600263,0.13373934589505482,0.3319432313148774,0.004807692307692308,0.0033653846153846156,0.0,0.9408653846153846,0.05,0.05432692307692308
mmlu_pro,1,130,trigger_end,True,0.10445124667424421,0.026196166761935903,0.015573665365361823,0.4741057171271397,0.1643872601392034,0.4058693708332542,0.0625,0.02980769230769231,0.06538461538461539,0.7048076923076924,0.14951923076923077,0.1673076923076923
mmlu_pro,2,130,trigger_end,True,0.1358815259515093,0.03682181916307085,0.010496750199952378,0.451240731890385,0.15903485961473332,0.40238099195815336,0.1076923076923077,0.052403846153846155,0.0033653846153846156,0.7173076923076923,0.12115384615384615,0.17163461538461539
mmlu_pro,3,130,trigger_end,True,0.04920121249384605,0.009214437589980662,0.5577676014258311,0.14971153512597085,0.06650321891423888,0.24331965095435198,0.020192307692307693,0.00625,0.8793269230769231,0.04855769230769231,0.02548076923076923,0.051923076923076926
mmlu_pro,4,130,trigger_end,True,0.03972956000182491,0.00884844743906377,0.45787340540152327,0.32567713936934106,0.05906428906914348,0.17671989522731074,0.004807692307692308,0.0028846153846153848,0.7317307692307692,0.23076923076923078,0.01826923076923077,0.032692307692307694
mmlu_pro,5,130,trigger_end,True,0.017116345718610457,0.006174029265485632,0.5183335343232521,0.35184032596074616,0.06337402373677693,0.1127097939973912,0.0,0.0,0.8533653846153846,0.1423076923076923,0.004326923076923077,0.004326923076923077
mmlu_pro,6,130,trigger_end,True,0.1786419774763859,0.041256479107631513,0.26223880304740027,0.23545668004797055,0.10072715278320875,0.32366253942824325,0.1451923076923077,0.06538461538461539,0.5846153846153846,0.1576923076923077,0.04951923076923077,0.1125
mmlu_pro,7,130,trigger_end,True,0.03916836683638394,0.011859626296119622,0.34167297516877837,0.36233757803073297,0.11536912504100026,0.25682107996410475,0.0019230769230769232,0.0019230769230769232,0.7754807692307693,0.2,0.01971153846153846,0.022596153846153846
mmlu_pro,8,130,trigger_end,True,0.07406514110401846,0.01591095656935627,0.31845810298736277,0.17546346818025296,0.12651819547351736,0.4320132877283658,0.013942307692307693,0.0028846153846153848,0.770673076923077,0.09326923076923077,0.04278846153846154,0.12211538461538461
mmlu_pro,9,130,trigger_end,True,0.04717819053822985,0.011252900301210152,0.3641746232142815,0.26958101271436763,0.08239900010476749,0.319066173533121,0.011057692307692308,0.0009615384615384616,0.7201923076923077,0.2201923076923077,0.015865384615384615,0.04855769230769231
mmlu_pro,10,130,trigger_end,True,0.042141449823975566,0.01430516763178345,0.3059868288727907,0.3761493578839761,0.1290174722761059,0.27572236341925765,0.0014423076923076924,0.0014423076923076924,0.8100961538461539,0.17932692307692308,0.0057692307692307696,0.009134615384615385
mmlu_pro,11,130,trigger_end,True,0.1521786836334146,0.027692413414255358,0.20537864732054564,0.2344284383723369,0.1045495519414544,0.40801423067370285,0.10384615384615385,0.03798076923076923,0.6105769230769231,0.19038461538461537,0.03413461538461538,0.09519230769230769
mmlu_pro,12,130,trigger_end,True,0.07693529257980677,0.024369452159421948,0.20900721985560197,0.2687568237575201,0.17144900612318173,0.4453006638070712,0.009134615384615385,0.0057692307692307696,0.7216346153846154,0.19423076923076923,0.03413461538461538,0.075
mmlu_pro,13,130,trigger_end,True,0.10526038691974603,0.023032696197669095,0.1426575655547472,0.22931441823736978,0.1649527731996316,0.5227676292881369,0.03221153846153846,0.011538461538461539,0.5278846153846154,0.2586538461538462,0.09230769230769231,0.18125
mmlu_pro,14,130,trigger_end,True,0.09164062539258828,0.020146158122672484,0.17739171569163983,0.2602735979625812,0.14758965629869356,0.4706940609531907,0.022596153846153846,0.010576923076923078,0.6375,0.23653846153846153,0.05096153846153846,0.10336538461538461
mmlu_pro,15,130,trigger_end,True,0.052205998815882663,0.016309268405446067,0.28427514112912694,0.3446881757332729,0.14570751685577515,0.3188306843217176,0.0004807692307692308,0.0004807692307692308,0.8115384615384615,0.16778846153846153,0.017788461538461538,0.020192307692307693
mmlu_pro,16,130,trigger_end,True,0.07555087185823,0.016434013803238764,0.22797266147457637,0.17581539466403998,0.14523570448733292,0.5206610720031537,0.016826923076923076,0.002403846153846154,0.6067307692307692,0.16346153846153846,0.07307692307692308,0.21298076923076922
mmlu_pro,17,130,trigger_end,True,0.08141596242785454,0.020121465978893235,0.19923755899071693,0.2632909291352217,0.13433574562749037,0.45605554944620685,0.0057692307692307696,0.002403846153846154,0.6418269230769231,0.26971153846153845,0.03653846153846154,0.08269230769230769
mmlu_pro,18,130,trigger_end,True,0.059990170927575,0.01513266604877292,0.2671276451303409,0.24935498289190805,0.1218194043263793,0.42352720105017605,0.0033653846153846156,0.0014423076923076924,0.7418269230769231,0.14807692307692308,0.03942307692307692,0.10673076923076923
mmlu_pro,19,130,trigger_end,True,0.06529386269215208,0.017125514287573213,0.3035059270950464,0.27701508907171396,0.10694353649249444,0.3541851211410876,0.0019230769230769232,0.0009615384615384616,0.6548076923076923,0.26298076923076924,0.029326923076923077,0.08028846153846154
mmlu_pro,20,130,trigger_end,True,0.048750279987087614,0.009462678029488485,0.40646498111578133,0.17337901242650472,0.06801951305690007,0.3714057264706263,0.0014423076923076924,0.0014423076923076924,0.7793269230769231,0.1326923076923077,0.035096153846153846,0.08653846153846154
mmlu_pro,21,130,trigger_end,True,0.046942741961146776,0.010896340084190551,0.48416404265623825,0.08245107990044814,0.07696179943517424,0.3864421354821668,0.0038461538461538464,0.002403846153846154,0.8793269230769231,0.022596153846153846,0.03317307692307692,0.09423076923076923
mmlu_pro,22,130,trigger_end,True,0.04605539634179037,0.012062183676215891,0.4971488246550927,0.15986094360168163,0.08521364292201515,0.29693483540143534,0.0,0.0,0.9461538461538461,0.03942307692307692,0.007211538461538462,0.014423076923076924
mmlu_pro,23,130,trigger_end,True,0.05508545035353074,0.009096396115357773,0.564340234032044,0.16792666889153995,0.04291020585403133,0.21264764672288528,0.0057692307692307696,0.002403846153846154,0.8355769230769231,0.15,0.00625,0.008653846153846154
mmlu_pro,24,130,trigger_end,True,0.03221576681647163,0.006615276631111136,0.6124065605493693,0.13114459279638072,0.04596234721919665,0.22423307983777843,0.0004807692307692308,0.0004807692307692308,0.9302884615384616,0.06538461538461539,0.0033653846153846156,0.0038461538461538464
mmlu_pro,25,130,trigger_end,True,0.0562352605880453,0.009143636361337625,0.6014148253660936,0.07980283991648601,0.0489762418025818,0.2625470741293751,0.01875,0.0019230769230769232,0.9211538461538461,0.028846153846153848,0.0014423076923076924,0.03125
mmlu_pro,26,130,trigger_end,True,0.03962381888682453,0.0072337633330160035,0.5626229288486334,0.09720263698926339,0.05426380525593861,0.3005506152752787,0.0,0.0,0.8899038461538461,0.07211538461538461,0.005288461538461539,0.03798076923076923
mmlu_pro,27,130,trigger_end,True,0.026831388509330843,0.006784421387307633,0.6198976585498223,0.1852879273203703,0.05026367951471072,0.16798302562047657,0.0,0.0,0.8754807692307692,0.12211538461538461,0.0,0.002403846153846154
