dataset,layer,num_rows,query_position_mode,mean_prev_loop_mass,mean_last_prev_loop_mass,mean_prompt_mass,mean_current_trigger_mass,mean_recent_nonloop_mass,mean_other_completion_mass,top1_fraction_previous_loop,top1_fraction_last_previous_loop,top1_fraction_prompt,top1_fraction_current_trigger,top1_fraction_recent_nonloop,top1_fraction_other_completion
livecodebench,2,462,pre_trigger_start,0.2146625485355881,0.10852355636620126,0.009936992497056384,0.0,0.38789581912919957,0.38750464227292447,0.23471320346320346,0.1617965367965368,0.0021645021645021645,0.0,0.5240800865800865,0.2390422077922078
livecodebench,3,462,pre_trigger_start,0.11359326836292216,0.043503169338679995,0.5502954014451988,0.0,0.13805410834039397,0.19805722893316507,0.054247835497835496,0.027732683982683984,0.8751352813852814,0.0,0.05113636363636364,0.01948051948051948
livecodebench,4,462,pre_trigger_start,0.12376483213349228,0.07768047869088847,0.4740246262127187,0.0,0.20949434546022513,0.19271619901770637,0.06655844155844155,0.05221861471861472,0.7413419913419913,0.0,0.12229437229437229,0.0698051948051948
livecodebench,5,462,pre_trigger_start,0.12749750568128032,0.08939538668282182,0.5311341281190063,0.0,0.2421119857549988,0.0992563869199389,0.040584415584415584,0.03273809523809524,0.8648538961038961,0.0,0.07034632034632035,0.024215367965367964
livecodebench,6,462,pre_trigger_start,0.1811202252515515,0.0568267512721379,0.25697707807346853,0.0,0.22809734323376477,0.3338053591097846,0.11796536796536797,0.04274891774891775,0.6034902597402597,0.0,0.13095238095238096,0.14759199134199133
livecodebench,7,462,pre_trigger_start,0.16164593733302862,0.09398405496280507,0.34882307242908517,0.0,0.2807145347241443,0.20881645744303604,0.049377705627705624,0.04193722943722944,0.8076298701298701,0.0,0.08996212121212122,0.05303030303030303
livecodebench,8,462,pre_trigger_start,0.16757950354498524,0.04714852302308493,0.3500882334587894,0.0,0.1840620627324399,0.29827020297963897,0.06425865800865802,0.023133116883116884,0.8371212121212122,0.0,0.05614177489177489,0.042478354978354976
livecodebench,9,462,pre_trigger_start,0.13664176714257842,0.0650678356323624,0.35296084080294615,0.0,0.1713825937136766,0.33901480204744255,0.060064935064935064,0.04383116883116883,0.7460768398268398,0.0,0.04342532467532467,0.15043290043290045
livecodebench,10,462,pre_trigger_start,0.17461905842677194,0.09096000577080236,0.3050843406291235,0.0,0.30397588674264286,0.21632071923125873,0.04261363636363636,0.03341450216450217,0.825487012987013,0.0,0.0753517316017316,0.05654761904761905
livecodebench,11,462,pre_trigger_start,0.157491199929243,0.05805433877295002,0.22423980912411368,0.0,0.19035954198102542,0.42790945530647323,0.07115800865800866,0.03760822510822511,0.6507034632034632,0.0,0.1241883116883117,0.15395021645021645
livecodebench,12,462,pre_trigger_start,0.18866405293377705,0.06644431527329052,0.2316735175264862,0.0,0.27073081396570536,0.3089316191546845,0.051271645021645024,0.02408008658008658,0.792478354978355,0.0,0.10470779220779221,0.05154220779220779
livecodebench,13,462,pre_trigger_start,0.19852862191422807,0.06057420746361317,0.1628298819129601,0.0,0.24292078702730727,0.3957207101635087,0.08712121212121213,0.05100108225108225,0.6256764069264069,0.0,0.15056818181818182,0.13663419913419914
livecodebench,14,462,pre_trigger_start,0.1860560306944598,0.06538516578684839,0.19721656907107923,0.0,0.24203851610700322,0.37468888986355814,0.05668290043290043,0.040313852813852816,0.721185064935065,0.0,0.11985930735930736,0.10227272727272728
livecodebench,15,462,pre_trigger_start,0.1795472569795914,0.08232633599824876,0.29831414866499056,0.0,0.30314519668544254,0.21899340198540584,0.033279220779220776,0.031385281385281384,0.821969696969697,0.0,0.13852813852813853,0.006222943722943723
livecodebench,16,462,pre_trigger_start,0.2254280805249106,0.06006845712885502,0.2530934335220428,0.0,0.18592204337282453,0.33555644672380125,0.09875541125541125,0.04816017316017316,0.6504329004329005,0.0,0.12635281385281386,0.12445887445887446
livecodebench,17,462,pre_trigger_start,0.20227371469982677,0.07647667388595264,0.19107084951133696,0.0,0.23032444470196164,0.3763309918279514,0.06655844155844155,0.056006493506493504,0.6661255411255411,0.0,0.1636904761904762,0.10362554112554112
livecodebench,18,462,pre_trigger_start,0.2334889300486065,0.07584134278981745,0.28049480436103685,0.0,0.2142348912724967,0.2717813792521561,0.1001082251082251,0.051271645021645024,0.7702922077922078,0.0,0.10551948051948051,0.02408008658008658
livecodebench,19,462,pre_trigger_start,0.1878240288021567,0.08154845044550535,0.30939089821337107,0.0,0.227750662968114,0.27503441183856037,0.10037878787878787,0.07683982683982683,0.6757305194805194,0.0,0.13541666666666666,0.08847402597402597
