label,layer,prompt_token_share,previous_loop_token_share,current_trigger_token_share,other_completion_token_share,prompt_mass,previous_loop_mass,current_trigger_mass,other_completion_mass,prompt_enrichment,previous_loop_enrichment,current_trigger_enrichment,other_completion_enrichment
Trigger start,2,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.010278632385990985,0.18567578586130765,0.0,0.8040455817527014,0.20119749073947546,2.674792428906106,0.0,0.9142119364386577
Trigger start,3,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.5580017184505627,0.09927395101103807,0.0,0.3427243305383992,10.922517837449094,1.4301122320293607,0.0,0.3896827257021363
Trigger start,4,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.48119682091966953,0.10428627950923676,0.0,0.4145168995710937,9.419112318172088,1.5023184071963618,0.0,0.47131195798299036
Trigger start,5,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.5350610015571632,0.10691783935672508,0.0,0.3580211590861117,10.473468343179077,1.540227908015886,0.0,0.4070754501512778
Trigger start,6,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.2651189533136923,0.16070224352855048,0.0,0.5741788031577573,5.189529710868076,2.315030698830429,0.0,0.6528499470796584
Trigger start,7,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.3528051340881317,0.13826859878627618,0.0,0.5089262671255921,6.905929216349983,1.991858009235749,0.0,0.57865683082192
Trigger start,8,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.35849925612918254,0.15177082769950545,0.0,0.489729916171312,7.017387922489255,2.1863672690346534,0.0,0.5568302906645659
Trigger start,9,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.3550315843814692,0.11890789344344109,0.0,0.5260605221750897,6.94951052127983,1.7129532084343175,0.0,0.5981387368776552
Trigger start,10,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.3130542111896557,0.149476050690641,0.0,0.5374697381197033,6.1278309595573655,2.1533093657605917,0.0,0.6111111872445053
Trigger start,11,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.2215088230871243,0.1421136119972533,0.0,0.6363775649156224,4.335890000553512,2.047248173214631,0.0,0.7235708759936533
Trigger start,12,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.23309087079895704,0.17290303136570018,0.0,0.5940060978353428,4.562600991834962,2.490791769570554,0.0,0.6753938797532545
Trigger start,13,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.16640372843505716,0.17963419657466995,0.0,0.6539620749902729,3.2572438971995323,2.5877590162966144,0.0,0.7435647287944214
Trigger start,14,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.19832556688315184,0.16941142084166572,0.0,0.6322630122751824,3.8820929582770627,2.440492623933156,0.0,0.7188925676708893
Trigger start,15,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.2955354322230331,0.1618648990908346,0.0,0.5425996686861323,5.784912345821561,2.3317795833497383,0.0,0.6169439955620484
Trigger start,16,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.25962503966398803,0.21065103158736015,0.0,0.5297239287486518,5.081989952741656,3.034578697579903,0.0,0.602304085327525
Trigger start,17,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.1903107656549511,0.1851338457422958,0.0,0.6245553886027532,3.725208478383857,2.666985394076394,0.0,0.7101288834683694
Trigger start,18,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.2860128988228215,0.20966022719689972,0.0,0.5043268739802789,5.598514997063699,3.0203054520415207,0.0,0.5734272515427782
Trigger start,19,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.30815668989308226,0.17018300085988827,0.0,0.5216603092470294,6.031965190775061,2.451607785673086,0.0,0.5931356285054464
Trigger start,20,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.40699651929217995,0.14785922066746085,0.0,0.4451442600403592,7.966690056246452,2.13001777345754,0.0,0.5061357281249471
Trigger start,21,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.46004808665644814,0.1412559851083064,0.0,0.39869592823524547,9.005139709143336,2.034893444789811,0.0,0.45332327528945754
Trigger start,22,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.4752549347542364,0.11649429484680479,0.0,0.4082507703989588,9.302803791721223,1.6781835952467181,0.0,0.46418727473811167
Trigger start,23,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.5378317569466319,0.09753586869898141,0.0,0.36463237435438667,10.527704063543371,1.405073913825729,0.0,0.414592501484919
Trigger start,24,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.5821899269717836,0.09461819470840542,0.0,0.32319187831981094,11.39598616253344,1.3630427342413414,0.0,0.36747403334513595
Trigger start,25,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.5731709764124285,0.07694542651657824,0.0,0.3498835970709932,11.21944611775873,1.1084538747514912,0.0,0.3978229195776824
Trigger start,26,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.5435399263178523,0.07973198618328729,0.0,0.3767280874988604,10.639437736961904,1.1485962587712144,0.0,0.4283455095075624
Trigger start,27,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.6338181149503894,0.068535802925365,0.0,0.29764608212424565,12.406574097060487,0.9873072351539646,0.0,0.3384280783174295
